Tipo de precipitacion,Temperatura (C),Temperatura aparente (C),Humedad,Velocidad viento (km/h),Direccion del viento (grados),Visibilidad (km),Presion (millibares)
1,12.711,12.711,0.89,3.252,0.470752089,15.826,0.974894398
1,12.128,12.128,0.89,3.172,0.412256267,14.909,0.974903955
1,11.811,11.811,0.84,4.991,0.189415042,14.957,0.973241079
1,12.017,12.017,0.8,6.263,0.470752089,14.909,0.974703263
1,12.044,12.044,0.8,6.424,0.520891365,14.812,0.974817944
1,10.628,10.628,0.86,9.708,0.420612813,14.088,0.975161987
1,9.911,8.689,0.99,9.145,0.39275766,6.118,0.975362679
1,12.556,12.556,0.9,7.744,0.470752089,9.902,0.975563371
1,15.006,15.006,0.78,8.758,0.428969359,9.902,0.975754506
1,17.339,17.339,0.74,12.188,0.417827298,9.982,0.975687609
1,19.1,19.1,0.67,12.622,0.417827298,9.982,0.975420019
1,21.261,21.261,0.57,9.918,0.409470752,10.352,0.975295782
1,22.411,22.411,0.54,11.447,0.467966574,11.206,0.974942182
1,22.939,22.939,0.5,8.549,0.431754875,11.206,0.97474149
1,23.928,23.928,0.47,11.302,0.426183844,11.399,0.974244538
1,23.961,23.961,0.47,8.308,0.395543175,9.982,0.973804927
1,23.961,23.961,0.38,8.581,0.417827298,9.982,0.973145511
1,23.111,23.111,0.42,10.707,0.403899721,10.352,0.972849252
1,22.822,22.822,0.44,12.494,0.495821727,9.982,0.972572106
1,21.111,21.111,0.47,5.216,0.381615599,9.982,0.972772798
1,18.189,18.189,0.58,4.862,0.264623955,10.352,0.972839695
1,16.017,16.017,0.72,4.605,0.139275766,9.982,0.973174181
1,15.467,15.467,0.72,6.44,0.222841226,15.826,0.973451327
1,14.606,14.606,0.76,6.746,0.231197772,14.957,0.973499111
1,13.311,13.311,0.82,3.542,0.203342618,15.826,0.973298419
1,12.733,12.733,0.83,3.075,0.194986072,15.826,0.973097727
1,13.789,13.789,0.77,6.086,0.139275766,14.957,0.969609511
1,10.578,10.578,0.88,6.44,0.529247911,15.826,0.972983046
1,10.483,10.483,0.92,3.22,0.947075209,15.472,0.97261989
1,10.289,10.289,0.91,3.751,0.133704735,14.876,0.972591219
1,9.972,9.972,0.92,1.562,0.295264624,10.98,0.972514765
1,13.639,13.639,0.9,2.705,0.537604457,9.805,0.972438311
1,16.739,16.739,0.74,7.245,0.409470752,10.352,0.972591219
1,18.839,18.839,0.65,3.413,0.26183844,9.982,0.972667673
1,21.161,21.161,0.59,4.605,0.495821727,9.982,0.972208949
1,22.589,22.589,0.53,4.428,0.325905292,10.401,0.972103825
1,22.894,22.894,0.48,7.664,0.147632312,11.27,0.97161643
1,24.006,24.006,0.47,9.66,0.228412256,11.206,0.971043025
1,24.006,24.006,0.35,8.002,0.194986072,11.399,0.970603414
1,23.978,23.978,0.44,9.29,0.378830084,11.206,0.9698771
1,25.044,25.044,0.32,3.59,0.515320334,11.206,0.969026549
1,24.078,24.078,0.35,4.959,0.281337047,10.352,0.968472257
1,22.383,22.383,0.45,9.483,0.284122563,9.982,0.968271565
1,21.206,21.206,0.52,3.687,0.281337047,9.982,0.968300235
1,18.261,18.261,0.62,6.215,0.077994429,10.352,0.9688163
1,17.2,17.2,0.67,14.49,0.08356546,9.982,0.969179457
1,15.994,15.994,0.75,3.107,0.150417827,9.982,0.969179457
1,15.961,15.961,0.79,12.284,0.064066852,11.93,0.969112559
1,15.444,15.444,0.72,13.846,0.086350975,15.826,0.968978765
1,14.372,14.372,0.75,10.996,0.144846797,15.826,0.968883197
1,13.606,13.606,0.9,9.982,0.147632312,12.043,0.96778417
1,12.822,12.822,0.82,6.247,0.133704735,15.826,0.96813777
1,12.75,12.75,0.83,3.349,0.200557103,15.826,0.968128213
1,11.417,11.417,0.92,6.231,0.105849582,15.263,0.96808043
1,12.333,12.333,0.86,2.463,0.38718663,9.982,0.967937078
1,14.906,14.906,0.78,10.288,0.445682451,9.982,0.968128213
1,15.894,15.894,0.74,10.288,0.428969359,9.982,0.968223781
1,17.228,17.228,0.72,12.059,0.409470752,9.982,0.968223781
1,17.828,17.828,0.73,7.47,0.462395543,9.982,0.968195111
1,17.917,17.917,0.72,10.095,0.440111421,9.982,0.968262008
1,19.056,19.056,0.67,9.097,0.356545961,9.982,0.968099543
1,20.144,20.144,0.67,7.519,0.493036212,9.982,0.967803284
1,20.261,20.261,0.62,3.896,0.462395543,9.982,0.967659932
1,21.206,21.206,0.62,4.637,0.473537604,9.982,0.96701963
1,21.256,21.256,0.67,4.894,0.456824513,9.982,0.96636977
1,20.233,20.233,0.66,7.213,0.448467967,9.982,0.966350657
1,19.078,19.078,0.71,7.648,0.426183844,9.982,0.966264646
1,17.944,17.944,0.77,10.578,0.395543175,9.982,0.966455781
1,15.494,15.494,0.82,20.608,0.420612813,11.029,0.967220321
1,14.144,14.144,0.89,8.436,0.406685237,9.902,0.9677555
1,14.539,14.539,0.86,11.077,0.286908078,11.898,0.967898851
1,14.139,14.139,0.86,3.671,0.395543175,11.689,0.967898851
1,13.4,13.4,0.9,3.51,0.323119777,11.978,0.967679046
1,13.428,13.428,0.9,3.349,0.197771588,11.978,0.967908408
1,11.589,11.589,0.74,5.474,0.38718663,14.957,0.965136948
1,14.422,14.422,0.83,10.771,0.175487465,14.909,0.967057857
1,13.917,13.917,0.86,10.69,0.200557103,14.812,0.966876278
1,13.4,13.4,0.9,10.32,0.228412256,14.088,0.966675586
1,13.867,13.867,0.9,7.937,0.295264624,9.902,0.966675586
1,14.906,14.906,0.84,11.27,0.300835655,9.757,0.966761597
1,15.933,15.933,0.74,10.674,0.367688022,9.435,0.96675204
1,17.128,17.128,0.65,19.9,0.384401114,9.902,0.966580019
1,18.75,18.75,0.58,19.417,0.437325905,9.902,0.966379327
1,18.961,18.961,0.6,17.05,0.409470752,9.982,0.966427111
1,19.994,19.994,0.54,16.873,0.378830084,10.046,0.966169078
1,21.111,21.111,0.5,17.34,0.359331476,10.046,0.96569124
1,21.094,21.094,0.46,21.96,0.389972145,10.401,0.965461878
1,21.178,21.178,0.43,19.819,0.437325905,10.046,0.964802462
1,21.228,21.228,0.41,16.47,0.43454039,11.27,0.964315067
1,20.1,20.1,0.45,13.798,0.381615599,11.447,0.963846786
1,19.028,19.028,0.51,9.789,0.409470752,11.27,0.963483629
1,17.85,17.85,0.59,14.055,0.337047354,11.206,0.963760775
1,16.261,16.261,0.66,11.286,0.339832869,9.902,0.9642195
1,14.983,14.983,0.72,13.943,0.359331476,11.27,0.964802462
1,14.467,14.467,0.65,11.029,0.38718663,14.812,0.964821575
1,13.944,13.944,0.6,10.803,0.417827298,14.957,0.964783348
1,12.317,12.317,0.65,11.173,0.38718663,15.826,0.964812019
1,11.761,11.761,0.66,10.9,0.442896936,15.826,0.964726008
1,10.828,10.828,0.62,13.186,0.395543175,14.957,0.966360213
1,10.139,10.139,0.73,10.948,0.39275766,15.826,0.964515759
1,10.628,10.628,0.71,11.109,0.445682451,14.909,0.964152602
1,10.606,10.606,0.69,13.524,0.437325905,14.957,0.964104819
1,10.072,10.072,0.71,15.585,0.38718663,9.982,0.964123932
1,11.161,11.161,0.71,21.526,0.415041783,9.982,0.964343737
1,12.889,12.889,0.67,22.959,0.417827298,10.352,0.964496646
1,15.05,15.05,0.6,26.485,0.415041783,11.206,0.964515759
1,15.161,15.161,0.59,26.726,0.415041783,9.982,0.964697337
1,16.272,16.272,0.56,23.361,0.415041783,10.352,0.965003154
1,17.8,17.8,0.46,28.062,0.412256267,9.982,0.96460177
1,17.939,17.939,0.46,27.901,0.440111421,9.982,0.964410635
1,18.856,18.856,0.41,25.744,0.431754875,10.352,0.964286397
1,17.989,17.989,0.43,26.356,0.440111421,9.982,0.964114375
1,17.961,17.961,0.51,25.052,0.359331476,9.982,0.963732105
1,17.361,17.361,0.47,25.567,0.39275766,10.352,0.963990137
1,16.25,16.25,0.52,23.329,0.412256267,9.982,0.96430551
1,14.122,14.122,0.47,20.028,0.440111421,9.982,0.964678224
1,12.95,12.95,0.55,14.957,0.437325905,10.352,0.965404538
1,12.244,12.244,0.52,22.943,0.445682451,9.982,0.96604484
1,11.689,11.689,0.57,19.658,0.442896936,15.826,0.966264646
1,11.156,11.156,0.59,20.737,0.437325905,14.957,0.96639844
1,9.217,8.628,0.9,5.844,0.526462396,14.635,0.969284581
1,8.683,8.2,0.9,5.249,0.685236769,11.673,0.969752862
1,9.189,7.3,0.77,12.317,0.913649025,14.957,0.968539154
1,8.594,7.789,0.93,6.295,0.222841226,11.673,0.969829316
1,7.506,7.506,0.93,1.852,0.415041783,9.676,0.969389705
1,6.217,4.194,0.95,9.676,0.841225627,9.692,0.969456603
1,5.856,5.856,0.93,0.435,0.147632312,0.467,0.969389705
1,5.933,5.933,1,0.145,0.640668524,5.844,0.969580841
1,10.406,10.406,1,0.725,0.050139276,5.394,0.969924884
1,12.544,12.544,0.78,7.261,0.442896936,9.531,0.969475716
1,13.861,13.861,0.77,3.88,0.682451253,11.125,0.96955217
1,15.978,15.978,0.63,4.669,0.810584958,11.399,0.969771976
1,17.267,17.267,0.57,5.474,0.86908078,11.27,0.969447046
1,17.844,17.844,0.5,2.673,0.587743733,11.27,0.969074332
1,16.428,16.428,0.54,3.993,0.824512535,10.9,0.968625165
1,17.778,17.778,0.46,1.674,0.735376045,11.27,0.968118657
1,17.844,17.844,0.45,4.428,0.114206128,11.27,0.967096084
1,17.3,17.3,0.5,5.667,0.033426184,11.399,0.967248992
1,15.183,15.183,0.65,12.735,0.194986072,11.206,0.967268105
1,13.006,13.006,0.7,3.719,0.17270195,15.826,0.967640819
1,12.694,12.694,0.74,7.937,0.855153203,9.982,0.968175997
1,12.194,12.194,0.72,9.708,0.944289694,9.982,0.96843403
1,12.083,12.083,0.71,16.986,0.969359331,15.826,0.968281122
1,10.617,10.617,0.74,10.851,0.866295265,14.957,0.968615608
1,11.6,11.6,0.57,16.986,0.417827298,15.826,0.966838051
1,11.022,11.022,0.6,16.921,0.389972145,15.826,0.966943176
1,11.889,11.889,0.6,15.939,0.417827298,14.957,0.968825857
1,10.417,10.417,0.64,16.647,0.38718663,15.826,0.966560905
1,10.3,10.3,0.67,13.395,0.384401114,15.826,0.966589575
1,9.483,7.5,0.72,13.379,0.331476323,14.957,0.966809381
1,9.772,7.933,0.68,12.832,0.325905292,9.982,0.966981403
1,10.933,10.933,0.67,11.141,0.272980501,9.982,0.967545251
1,11.656,11.656,0.66,7.181,0.250696379,15.311,0.968061316
1,13.939,13.939,0.55,21.558,0.356545961,9.982,0.968070873
1,15.028,15.028,0.54,17.308,0.359331476,9.982,0.968443586
1,16.039,16.039,0.47,24.52,0.367688022,11.447,0.96849137
1,15.228,15.228,0.51,20.367,0.409470752,11.206,0.968424473
1,16.206,16.206,0.44,14.442,0.359331476,11.206,0.968692062
1,17.3,17.3,0.43,18.016,0.3454039,11.399,0.968367132
1,17.778,17.778,0.43,15.826,0.440111421,11.206,0.96808043
1,17.8,17.8,0.38,17.243,0.412256267,11.206,0.967621705
1,17.261,17.261,0.39,16.873,0.417827298,11.399,0.96772683
1,17.2,17.2,0.38,15.311,0.440111421,11.206,0.967984862
1,15.022,15.022,0.45,20.914,0.467966574,9.982,0.96808043
1,13.928,13.928,0.47,13.347,0.462395543,10.352,0.968797186
1,12.367,12.367,0.57,9.435,0.442896936,9.982,0.969217684
1,12.294,12.294,0.59,6.778,0.423398329,15.826,0.96949483
1,12.789,12.789,0.56,14.41,0.445682451,15.311,0.969485273
1,9.533,8.678,0.76,7.084,0.863509749,15.826,0.968567824
1,9.972,7.967,0.71,14.426,0.863509749,15.826,0.96849137
1,4.911,4.911,0.91,1.014,0.389972145,3.445,0.970393165
1,7.917,5.856,0.78,11.673,0.891364903,15.826,0.968281122
1,7.383,4.756,0.82,14.619,0.888579387,15.826,0.967908408
1,7.972,5.894,0.82,11.85,0.860724234,14.876,0.968195111
1,8.817,6.539,0.84,14.49,0.891364903,10.948,0.968233338
1,8.794,5.556,0.84,23.329,0.891364903,10.948,0.968711176
1,7.889,4.089,0.89,26.839,0.919220056,11.206,0.9691699
1,7.8,4.333,0.96,22.782,0.91643454,7.97,0.969513943
1,7.822,5.35,0.95,14.216,0.913649025,6.118,0.969982224
1,7.944,6.233,0.95,9.773,0.832869081,10.063,0.970641641
1,8.078,5.456,0.94,15.778,0.810584958,11.27,0.970861446
1,10.228,10.228,0.81,11.318,0.810584958,11.27,0.970670311
1,11.361,11.361,0.74,4.202,0.813370474,11.077,0.970574743
1,12.45,12.45,0.7,1.304,0.48189415,11.27,0.970240257
1,12.917,12.917,0.67,3.687,0.359331476,11.206,0.969791089
1,12.55,12.55,0.62,6.408,0.587743733,11.399,0.969752862
1,12.383,12.383,0.69,9.805,0.490250696,11.206,0.9695235
1,10.228,10.228,0.75,8.404,0.456824513,11.206,0.969724192
1,9.228,7.811,0.78,9.515,0.423398329,9.982,0.970374051
1,7.828,6.622,0.87,7.374,0.423398329,9.982,0.970784992
1,6.678,5.728,0.91,5.796,0.431754875,15.826,0.970861446
1,6.122,4.939,0.91,6.279,0.43454039,14.168,0.970871003
1,5.328,4.15,0.95,5.893,0.437325905,8.131,0.970890116
1,4.356,1.706,0.95,10.916,0.529247911,3.365,0.970861446
1,9.272,9.272,0.89,3.639,0.540389972,15.005,0.96289111
1,4.261,2.867,0.92,6.07,0.47632312,4.75,0.970211587
1,3.217,1.667,0.92,6.07,0.495821727,5.216,0.970182916
1,3.906,2.517,0.92,5.893,0.509749304,5.925,0.96990577
1,2.711,0.472,0.96,7.97,0.465181058,0.515,0.969332365
1,3.817,2.644,1,5.281,0.470752089,2.737,0.969389705
1,6.883,5.106,0.93,9.113,0.376044568,5.683,0.969055219
1,8.939,6.533,0.88,15.681,0.367688022,11.206,0.968606051
1,11.206,11.206,0.79,20.705,0.39275766,9.982,0.968147327
1,12.85,12.85,0.7,20.157,0.420612813,11.029,0.967851067
1,13.961,13.961,0.63,23.973,0.445682451,11.206,0.967067413
1,14.978,14.978,0.51,23.957,0.473537604,11.206,0.966063954
1,14.028,14.028,0.57,22.685,0.417827298,11.399,0.965222959
1,15.022,15.022,0.51,26.774,0.445682451,11.206,0.964133489
1,15.044,15.044,0.54,20.882,0.445682451,9.982,0.963072689
1,15.089,15.089,0.5,17.195,0.420612813,10.352,0.962432386
1,14.95,14.95,0.51,14.12,0.442896936,11.206,0.961658289
1,13.817,13.817,0.59,11.125,0.389972145,11.206,0.961190007
1,12.917,12.917,0.64,11.689,0.362116992,9.982,0.960635716
1,13.839,13.839,0.59,14.232,0.415041783,11.206,0.960310786
1,12.756,12.756,0.69,6.263,0.6545961,15.826,0.960922418
1,12.65,12.65,0.74,18.129,0.637883008,14.876,0.96106577
1,11.689,11.689,0.8,11.318,0.587743733,15.73,0.960884191
1,10.628,10.628,0.88,6.553,0.584958217,15.73,0.961075326
1,5.667,3.756,0.91,8.726,0.844011142,9.902,0.967975305
1,10.05,10.05,0.92,6.617,0.590529248,14.957,0.961734743
1,9.978,9.978,0.93,2.592,0.467966574,11.978,0.96185898
1,9.778,9.378,0.95,5.458,0.501392758,6.698,0.962518397
1,8.661,8.661,0.99,4.733,0.629526462,10.884,0.96253751
1,7.55,4.261,0.95,20.35,0.913649025,3.977,0.96318737
1,7.233,4.683,0.93,13.846,0.896935933,3.671,0.963703435
1,6.044,2.011,0.92,23.619,0.888579387,3.751,0.964143046
1,6.094,2.233,0.85,22.089,0.91643454,11.125,0.964372408
1,6.117,2.25,0.82,22.17,0.922005571,7.148,0.965289856
1,6.067,2.706,0.86,17.758,0.95264624,7.905,0.965872819
1,6.039,2.711,0.93,17.452,0.902506964,10.98,0.966245532
1,6.889,3.206,0.93,22.46,0.019498607,9.95,0.966216862
1,7.061,4.15,0.86,16.116,0.027855153,7.97,0.966321986
1,6.039,2.344,0.93,20.463,0.002785515,11.125,0.966771154
1,6.072,2.306,0.93,21.139,0,10.417,0.967010073
1,5.044,1.056,0.93,20.689,0.030640669,8.195,0.96707697
1,5.022,1.944,0.92,14.023,0.027855153,8.05,0.967526138
1,5.033,1.817,0.93,14.941,0.016713092,7.374,0.968319349
1,5,2.439,0.93,11.125,0.997214485,11.045,0.968864084
1,4.978,1.878,0.93,14.12,0.944289694,8.05,0.969131673
1,4.933,1.539,0.87,15.939,0.969359331,9.016,0.969016992
1,4.467,1.278,0.92,13.975,0.838440111,9.902,0.968959651
1,4.444,1.194,0.92,14.329,0.863509749,9.902,0.969427932
1,4.011,1.044,0.83,12.156,0.73816156,13.91,0.971750225
1,4.906,1.844,0.86,13.798,0.891364903,9.902,0.969227241
1,4.883,2.35,0.83,10.884,0.941504178,9.902,0.969313251
1,4.389,1.278,0.89,13.395,0.896935933,9.016,0.969189014
1,4.839,1.289,0.86,16.889,0.891364903,11.125,0.969160343
1,4.811,1.483,0.83,15.343,0.919220056,9.982,0.969447046
1,4.944,1.244,0.84,18.177,0.938718663,9.982,0.969915327
1,7.2,4.167,0.65,17.372,0,9.982,0.969991781
1,7.778,5.022,0.67,16.261,0.980501393,11.206,0.969982224
1,8.728,6.65,0.64,12.912,1,11.447,0.970507846
1,8.983,6.056,0.57,20.495,0.944289694,11.206,0.970622527
1,10,7.1,0.5,23.216,0.947075209,11.206,0.970698981
1,10.094,10.094,0.55,19.288,0.944289694,11.399,0.970460062
1,11.061,11.061,0.46,14.265,0.938718663,11.206,0.970240257
1,10.139,10.139,0.42,12.558,0.938718663,11.206,0.970144689
1,11.011,11.011,0.42,9.354,0.86908078,11.399,0.970135133
1,10.117,10.117,0.49,7.664,0.933147632,11.206,0.970383608
1,7.917,7.917,0.57,4.46,0.961002786,11.206,0.970679868
1,7.333,7.333,0.63,2.624,0.974930362,11.029,0.971157706
1,5.05,5.05,0.75,3.059,0.766016713,11.206,0.971759781
1,3.933,2.422,0.76,6.263,0.746518106,15.826,0.972036927
1,4.094,2.583,0.77,6.343,0.743732591,14.957,0.972285403
1,3.8,2.289,0.82,6.215,0.752089136,15.73,0.972228062
1,2.689,-0.156,0.85,10.288,0.749303621,6.118,0.97232363
1,5.067,3.939,0.81,5.635,0.504178273,14.957,0.973107284
1,2.6,0.961,0.85,6.054,0.805013928,15.649,0.972237619
1,1.583,-0.161,0.92,5.925,0.977715877,14.732,0.972428754
1,2.156,2.156,0.9,3.236,0.754874652,13.653,0.972591219
1,0.956,0.956,0.92,1.594,0.459610028,6.118,0.972725014
1,0.956,0.956,0.92,4.572,0.949860724,4.589,0.97300216
1,5.594,5.594,0.82,0.225,0.657381616,5.877,0.97332709
1,9.822,7.778,0.66,14.49,0.306406685,9.982,0.973183738
1,11.072,11.072,0.54,1.674,0.08356546,9.982,0.973441771
1,11.056,11.056,0.48,6.939,0.584958217,11.029,0.973527781
1,12.244,12.244,0.43,7.132,0.685236769,11.206,0.973346203
1,12.85,12.85,0.41,9.161,0.601671309,11.206,0.973241079
1,12.889,12.889,0.38,9.58,0.554317549,10.352,0.973212408
1,12.917,12.917,0.4,9.483,0.60724234,9.982,0.972476538
1,13.889,13.889,0.46,10.385,0.623955432,9.982,0.972275846
1,13.022,13.022,0.48,12.204,0.587743733,10.352,0.972275846
1,12.383,12.383,0.49,12.445,0.520891365,9.982,0.972151608
1,10.206,10.206,0.57,9.837,0.520891365,9.982,0.9723523
1,9.144,8.089,0.62,7.648,0.454038997,9.982,0.972715457
1,7.828,6.1,0.68,9.741,0.445682451,9.982,0.973040387
1,7.733,6.672,0.65,6.746,0.448467967,15.826,0.973145511
1,7.144,6.139,0.69,6.215,0.459610028,14.957,0.973231522
1,6.017,4.783,0.74,6.408,0.454038997,15.826,0.973250636
1,5.461,4.078,0.76,6.601,0.501392758,15.826,0.973346203
1,8.244,5.989,0.72,13.379,0.448467967,14.957,0.970163803
1,3.839,2.194,0.82,6.633,0.470752089,15.826,0.973049944
1,2.244,2.244,0.91,3.478,0.395543175,14.909,0.973155068
1,2.022,0.228,0.93,6.231,0.39275766,11.254,0.973145511
1,2.172,-0.867,0.92,10.707,0.337047354,5.039,0.972954376
1,3.661,0.911,0.89,10.723,0.362116992,6.987,0.973451327
1,6.111,3.639,0.79,11.898,0.39275766,9.547,0.973508668
1,10.006,10.006,0.66,11.479,0.395543175,9.982,0.973241079
1,12.244,12.244,0.52,17.807,0.445682451,9.982,0.973317533
1,12.939,12.939,0.5,19.626,0.417827298,9.982,0.973202852
1,13.983,13.983,0.5,20.624,0.420612813,9.982,0.972744127
1,15.094,15.094,0.44,16.084,0.417827298,9.982,0.972170722
1,16.25,16.25,0.43,14.78,0.415041783,15.311,0.971692884
1,17.267,17.267,0.41,16.1,0.442896936,9.982,0.971004797
1,17.289,17.289,0.38,16.229,0.442896936,9.982,0.970068235
1,17.389,17.389,0.37,14.136,0.465181058,10.352,0.969705078
1,17.289,17.289,0.38,14.49,0.442896936,9.982,0.969399262
1,15.089,15.089,0.44,9.708,0.440111421,9.982,0.969208127
1,11.711,11.711,0.58,10.385,0.359331476,9.982,0.969399262
1,11.161,11.161,0.61,10.932,0.362116992,9.982,0.969628624
1,10.028,10.028,0.68,11.173,0.384401114,15.826,0.969714635
1,10.139,10.139,0.65,13.621,0.389972145,14.957,0.969542614
1,21.017,21.017,0.87,3.22,0.863509749,15.826,0.967162981
1,19.444,19.444,0.9,6.038,0.810584958,15.826,0.967354116
1,20.722,20.722,0.81,9.225,0.986072423,14.876,0.963942354
1,18.794,18.794,0.93,5.925,0.757660167,14.812,0.967248992
1,17.733,17.733,0.93,3.123,0.844011142,14.812,0.966790267
1,17.606,17.606,0.95,2.93,0.941504178,14.023,0.966990959
1,18.733,18.733,0.93,7.841,0.139275766,9.757,0.966962289
1,22.556,22.556,0.8,1.61,0.055710306,9.757,0.966876278
1,24.761,24.761,0.7,3.172,0.114206128,9.902,0.967010073
1,27.172,28.033,0.56,1.739,0.38718663,9.982,0.966828494
1,28.911,30.139,0.55,2.946,0.208913649,9.982,0.966446224
1,30.956,31.172,0.42,2.753,0.51810585,11.399,0.966255089
1,32.172,32.222,0.38,7.728,0.448467967,10.046,0.965681684
1,32.128,31.272,0.32,7.342,0.693593315,10.046,0.965299413
1,31.983,31.411,0.35,7.165,0.467966574,10.352,0.964936256
1,32.539,32.689,0.38,12.622,0.554317549,11.27,0.964229056
1,31.978,32.161,0.4,12.091,0.529247911,11.27,0.9635123
1,32.011,32.511,0.41,8.919,0.584958217,10.352,0.962910224
1,30.944,30.75,0.39,13.411,0.526462396,9.982,0.962461056
1,28.572,29.15,0.5,7.97,0.571030641,9.902,0.962403716
1,27.094,28.15,0.59,6.231,0.153203343,10.272,0.962394159
1,24.694,24.694,0.65,4.428,0.178272981,10.046,0.962317705
1,24.139,24.139,0.7,12.848,0.04735376,15.875,0.962432386
1,23.122,23.122,0.77,11.85,0.013927577,14.715,0.962958008
1,15.561,15.561,0.92,3.333,0.732590529,14.909,0.9666947
1,15.494,15.494,0.87,3.365,0.77994429,15.826,0.966513121
1,16.539,16.539,0.91,3.623,0.894150418,14.168,0.96395191
1,13.8,13.8,0.9,3.204,0.810584958,15.73,0.966226419
1,13.317,13.317,0.9,3.123,0.763231198,15.649,0.966302873
1,12.606,12.606,0.92,3.606,0.857938719,13.894,0.966092624
1,12.328,12.328,0.93,3.091,0.821727019,10.819,0.966704257
1,14.967,14.967,0.87,4.508,0.896935933,9.676,0.96604484
1,16.261,16.261,0.87,8.614,0.969359331,9.708,0.966083067
1,16.25,16.25,0.92,9.306,0.949860724,0.998,0.966121294
1,18.889,18.889,0.89,10.642,0.947075209,4.589,0.965844148
1,21.35,21.35,0.76,14.039,0.949860724,10.948,0.965767694
1,21.206,21.206,0.76,13.943,0.947075209,12.043,0.965710354
1,22.339,22.339,0.72,10.819,0.969359331,11.27,0.965318527
1,23.033,23.033,0.66,10.207,0.927576602,15.311,0.964869359
1,23.911,23.911,0.62,9.402,0.980501393,11.27,0.964085705
1,24.978,24.978,0.51,7.664,0.969359331,11.27,0.963693878
1,23.8,23.8,0.58,9.048,0.949860724,11.447,0.963044018
1,23.594,23.594,0.53,7.599,0.997214485,11.27,0.962996235
1,22.506,22.506,0.68,11.27,0.947075209,11.125,0.962996235
1,20.017,20.017,0.78,12.268,0.91643454,11.447,0.962938894
1,19.911,19.911,0.74,16.197,0.055710306,11.206,0.963196927
1,19.356,19.356,0.76,13.266,0.080779944,14.909,0.963655651
1,17.883,17.883,0.85,12.687,0.019498607,14.957,0.963626981
1,17.25,17.25,0.89,10.529,0.941504178,15.826,0.963474073
1,16.628,16.628,0.92,6.376,0.913649025,15.826,0.963464516
1,15.844,15.844,0.84,3.526,0.877437326,14.957,0.96463044
1,17,17,0.92,2.657,0.153203343,14.909,0.963378505
1,17.067,17.067,0.86,6.633,0.805013928,15.826,0.96318737
1,16.506,16.506,0.79,6.987,0.855153203,14.957,0.963378505
1,14.983,14.983,0.83,9.451,0.832869081,11.206,0.963196927
1,16.022,16.022,0.81,12.381,0.832869081,11.206,0.963302051
1,16.161,16.161,0.81,15.875,0.852367688,9.982,0.963388062
1,18.844,18.844,0.68,22.105,0.860724234,9.982,0.96318737
1,21.117,21.117,0.68,20.206,0.835654596,9.982,0.963273381
1,22.506,22.506,0.62,15.15,0.860724234,9.982,0.9635123
1,23.794,23.794,0.54,17.243,0.807799443,11.27,0.963273381
1,23.889,23.889,0.51,15.585,0.860724234,11.27,0.963349835
1,25.833,25.833,0.44,16.422,0.857938719,11.447,0.963349835
1,25.928,25.928,0.43,21.687,0.807799443,11.27,0.963063132
1,25,25,0.42,20.077,0.807799443,9.982,0.963044018
1,24.944,24.944,0.43,18.66,0.802228412,10.352,0.963063132
1,24.928,24.928,0.45,16.986,0.832869081,9.982,0.963139586
1,22.8,22.8,0.51,12.397,0.807799443,11.206,0.963340278
1,19.339,19.339,0.7,7.326,0.77994429,11.399,0.963846786
1,17.806,17.806,0.78,4.782,0.724233983,9.982,0.963913683
1,17.783,17.783,0.75,3.462,0.713091922,15.826,0.964018808
1,16.489,16.489,0.79,6.343,0.777158774,14.957,0.964668667
1,15.694,15.694,0.83,6.504,0.782729805,15.826,0.965031824
1,15.628,15.628,0.81,3.365,0.832869081,15.826,0.964936256
